Index,Height(Inches),Weight(Pounds),Height(m),Weight(kg),IMT
418,67.45006,125.1086,1.6862515,56.7385941043084,19.9541793982295
419,71.04224,116.4113,1.776056,52.7942403628118,16.7368311577305
420,67.83032,133.3944,1.695758,60.4963265306122,21.0378451893973
421,67.15488,108.7478,1.678872,49.3187301587302,17.4975286736927
422,68.30289,134.3986,1.70757225,60.951746031746,20.903931528404
423,65.41208,131.2085,1.635302,59.5049886621315,22.2514051305415
424,68.66755,130.8318,1.71668875,59.3341496598639,20.1336076229581
425,70.06733,127.0838,1.75168325,57.6343764172336,18.7832372583544
426,69.13413,119.4067,1.72835325,54.1526984126984,18.1282165757285
427,67.02078,105.5616,1.6755195,47.8737414965986,17.0529059641912
428,65.52274,134.4733,1.6380685,60.9856235827664,22.7281114851395
429,70.19808,132.6897,1.754952,60.1767346938775,19.5388110641142
430,67.66866,126.058,1.6917165,57.1691609977324,19.9759134784194
431,69.73257,126.3532,1.74331425,57.3030385487528,18.854989339504
432,67.61719,142.3603,1.69042975,64.5624943310657,22.593631758545
433,70.79589,124.5873,1.76989725,56.5021768707483,18.0371979445606
434,69.65804,122.3604,1.741451,55.4922448979592,18.2982592412183
435,66.73277,123.2298,1.66831925,55.8865306122449,20.0793119953848
436,67.58008,131.4049,1.689502,59.5940589569161,20.8778390788066
437,65.25317,124.3037,1.63132925,56.373560090703,21.1832316606197
438,70.71387,128.3836,1.76784675,58.2238548752834,18.6299516093952
439,71.27374,136.853,1.7818435,62.0648526077098,19.5481928167588
440,66.55913,118.0569,1.66397825,53.5405442176871,19.3369284699642
441,68.04247,121.4969,1.70106175,55.1006349206349,19.0421703015459
442,68.11699,119.2811,1.70292475,54.0957369614512,18.6540066270056
443,71.2367,126.5545,1.7809175,57.3943310657596,18.0959503313686
444,66.92387,129.2477,1.67309675,58.6157369614512,20.939780189005
445,71.10381,134.7804,1.77759525,61.1248979591837,19.3442717662856
446,69.41466,146.0725,1.7353665,66.2460317460317,21.9977088407156
447,69.16807,162.4109,1.72920175,73.6557369614512,24.632883134656
448,68.57725,130.1885,1.71443125,59.0424036281179,20.0874070821311
449,69.60315,132.1941,1.74007875,59.9519727891156,19.8000219547853
450,69.05087,127.4591,1.72627175,57.8045804988662,19.3974180977719
451,68.28699,125.3466,1.70717475,56.8465306122449,19.5050921811252
452,69.25276,134.7559,1.731319,61.1137868480726,20.3884872939205
453,68.23862,121.9395,1.7059655,55.3013605442177,19.0018256036209
454,67.6868,125.6688,1.69217,56.9926530612245,19.9035659265006
455,68.84083,145.956,1.72102075,66.1931972789116,22.3481277801479
456,69.52061,119.9207,1.73801525,54.3858049886621,18.0043893255217
457,66.97668,111.5093,1.674417,50.5711111111111,18.0374544105914
458,72.0053,138.676,1.8001325,62.8916099773243,19.4081333200607
459,67.44482,135.0151,1.6861205,61.2313378684807,21.5375615404086
460,66.06214,116.509,1.6515535,52.8385487528345,19.371604225709
461,65.5747,123.9575,1.6393675,56.2165532879819,20.9175864606789
462,68.30171,136.952,1.70754275,62.1097505668934,21.3018152708679
463,71.02603,153.0797,1.77565075,69.4239002267574,22.0188133673136
464,70.76882,126.357,1.7692205,57.3047619047619,18.3074048910244
465,67.50812,145.0614,1.687703,65.7874829931973,23.0967687436702
466,69.50936,135.1739,1.737734,61.3033560090703,20.3010103844311
467,66.4455,108.806,1.6611375,49.3451247165533,17.882699797587
468,68.5689,110.5155,1.7142225,50.1204081632653,17.0561189766933
469,67.01296,138.2685,1.675324,62.7068027210884,22.3417422672969
470,68.70004,119.5111,1.717501,54.2000453514739,18.3740821067429
471,68.23013,115.3214,1.70575325,52.2999546485261,17.9749999327511
472,70.40713,132.3684,1.76017825,60.0310204081633,19.3759241227722
473,65.69989,93.99438,1.64249725,42.6278367346939,15.800978842223
474,65.7031,127.4051,1.6425775,57.7800907029478,21.4154142750391
475,68.48055,134.3024,1.71201375,60.9081179138322,20.7807244196401
476,66.62891,124.9721,1.66572275,56.6766893424036,20.4267389785824
477,66.84285,124.072,1.67107125,56.2684807256236,20.1500094560083
478,69.89734,133.5476,1.7474335,60.5658049886621,19.83472480428
479,67.6543,134.1509,1.6913575,60.839410430839,21.2673887524875
480,68.30917,130.2489,1.70772925,59.0697959183673,20.2547756085682
481,69.74848,138.0935,1.743712,62.6274376417234,20.5975293594469
482,68.57906,126.6064,1.7144765,57.4178684807256,19.533676578572
483,68.14477,131.8076,1.70361925,59.7766893424036,20.5961848549003
484,67.98093,131.7363,1.69952325,59.7443537414966,20.6843866424425
485,64.82535,117.6261,1.62063375,53.3451700680272,20.3107212661699
486,69.20785,126.1943,1.73019625,57.2309750566893,19.1179099808067
487,69.2656,127.5132,1.73164,57.8291156462585,19.2855190706378
488,70.9403,142.4785,1.7735075,64.6160997732426,20.5435116015701
489,69.07826,139.444,1.7269565,63.2399092970521,21.2045197933775
490,66.20183,110.3204,1.65504575,50.0319274376417,18.2653175625303
491,71.05779,131.9541,1.77644475,59.8431292517007,18.9631676858423
492,68.99493,129.2037,1.72487325,58.5957823129252,19.6948184984536
493,70.96089,124.3513,1.77402225,56.3951473922902,17.9194060682824
494,66.02496,126.5251,1.650624,57.3809977324263,21.0606506666893
495,69.8641,149.2303,1.7466025,67.6781405895692,22.1850424140709
496,66.82802,142.1577,1.6707005,64.470612244898,23.0974794475313
497,69.09424,127.1436,1.727356,57.6614965986395,19.3251202311233
498,66.81425,122.3353,1.67035625,55.4808616780045,19.8849720403082
499,67.13183,112.6659,1.67829575,51.0956462585034,18.1404019952603
500,64.57428,134.2647,1.614357,60.8910204081633,23.3643707794441
501,68.68038,120.6936,1.7170095,54.7363265306122,18.5665089601144
502,67.53724,115.783,1.688431,52.5092970521542,18.419149367992
503,71.17732,128.6855,1.779433,58.3607709750567,18.4313751890604
504,70.53514,134.7611,1.7633785,61.1161451247166,19.6546299177276
505,71.53411,118.3419,1.78835275,53.6697959183673,16.781221512438
506,66.77301,106.1557,1.66932525,48.1431746031746,17.2763820556557
507,66.33636,126.3823,1.658409,57.3162358276644,20.8398394574575
508,64.83095,114.3716,1.62077375,51.8692063492064,19.7453490036569
509,68.38247,130.2787,1.70956175,59.0833106575964,20.2160004170564
510,68.05038,123.3066,1.7012595,55.9213605442177,19.3213115023519
511,69.09149,122.8571,1.72728725,55.7175056689342,18.6750825993782
512,69.91046,125.6932,1.7477615,57.0037188208617,18.6611692760573
513,68.40737,111.7247,1.71018425,50.668798185941,17.3242642086757
514,68.32559,125.5516,1.70813975,56.9395011337868,19.5149237783266
515,66.95555,119.9702,1.67388875,54.408253968254,19.4183179571605
516,70.54816,132.6043,1.763704,60.1380045351474,19.3329271191881
517,69.37805,132.6738,1.73445125,60.1695238095238,20.0010308197994
518,67.52012,117.4521,1.688003,53.2662585034014,18.6941517657622
519,64.87142,101.8549,1.6217855,46.1926984126984,17.5625068472356
520,69.13396,128.4418,1.728349,58.2502494331066,19.5000131394332
521,68.81192,134.0414,1.720298,60.7897505668934,20.5410666862098
522,67.56446,127.7511,1.6891115,57.9370068027211,20.3067030009236
523,68.16772,127.6172,1.704193,57.8762811791383,19.9279701358762
524,65.80687,139.3971,1.64517175,63.2186394557823,23.3573010406978
525,64.92276,113.9381,1.623069,51.6726077097506,19.6149142223353
526,68.35584,147.5188,1.708896,66.9019501133787,22.9090727126617
527,66.71546,132.6523,1.6678865,60.1597732426304,21.6258508623705
528,69.18196,132.8139,1.729549,60.2330612244898,20.1358141807082
529,65.88795,105.0942,1.64719875,47.661768707483,17.5662130890554
530,66.03733,127.5187,1.65093325,57.8316099773243,21.2180883820275
531,69.44194,130.7305,1.7360485,59.28820861678,19.6718235657456
532,67.14847,128.5815,1.67871175,58.3136054421769,20.6927224928949
533,65.69442,122.5699,1.6423605,55.5872562358277,20.6081143365074
534,69.42723,157.2961,1.73568075,71.3360997732426,23.6793440337758
535,66.54503,121.1097,1.66362575,54.9250340136054,19.8453638974229
536,69.04469,147.5061,1.72611725,66.8961904761905,22.4522981848038
537,67.62036,117.493,1.690509,53.2848072562358,18.645259181682
538,69.59105,132.4472,1.73977625,60.0667573696145,19.8448304113164
539,68.12343,118.1774,1.70308575,53.5951927437642,18.4779082703539
540,71.22641,123.7319,1.78066025,56.1142403628118,17.6974608456046
541,66.43285,130.365,1.66082125,59.1224489795918,21.434167946244
542,66.31808,122.8882,1.657952,55.7316099773243,20.2748515579629
543,68.02724,107.8693,1.700681,48.9203174603175,16.9138917617055
544,68.2876,118.591,1.70719,53.7827664399093,18.453528548634
545,66.91609,125.6467,1.67290225,56.9826303854875,20.3611058831356
546,71.77546,148.6016,1.7943865,67.3930158730159,20.9306591473642
547,66.04535,150.279,1.65113375,68.1537414965986,24.9991471730812
548,69.01455,127.0678,1.72536375,57.6271201814059,19.358227012822
549,68.70744,128.7122,1.717686,58.3728798185941,19.7844311514442
550,65.012,118.4233,???.53,53.7067120181406,20.3311289325935
551,66.05857,125.3879,1.65146425,56.8652607709751,20.8501258909685
552,71.16403,149.2676,1.77910075,67.6950566893424,21.3872955388591
553,67.55274,107.3484,1.6888185,48.6840816326531,17.0695089024618
554,68.83455,133.6992,1.72086375,60.6345578231292,20.4751570825821
555,68.11811,124.8508,1.70295275,56.6216780045351,19.5243929281769
556,67.90528,112.7028,1.697632,51.1123809523809,17.7353190670588
557,67.64085,127.8407,1.69102125,57.977641723356,20.2750725028169
558,69.78282,134.1615,1.7445705,60.8442176870748,19.9913564397522
559,67.99889,138.6031,1.69997225,62.8585487528345,21.7510729930179
560,69.41465,126.044,1.73536625,57.1628117913832,18.9815332248957
561,70.42989,129.5856,1.76074725,58.7689795918367,18.9563235440379
562,67.67519,134.1054,1.69187975,60.8187755102041,21.2470523157862
563,67.88036,106.1251,1.697009,48.1292970521542,16.7124925823213
564,68.06905,127.0561,1.70172625,57.6218140589569,19.8979131272547
565,66.99435,121.9241,1.67485875,55.2943764172336,19.7117231864448
566,71.57689,150.7365,1.78942225,68.3612244897959,21.3493259058666
567,64.36564,116.0061,1.609141,52.6104761904762,20.3181438901822
568,67.93011,125.4748,1.69825275,56.9046712018141,19.7307350717998
569,69.91863,131.6099,1.74796575,59.6870294784581,19.5350320409362
570,69.93864,129.0696,1.748466,58.5349659863946,19.1470110147359
571,66.79766,129.1117,1.6699415,58.5540589569161,20.9968666724654
572,70.11119,148.1624,1.75277975,67.1938321995465,21.871305968999
573,68.94814,105.388,1.7237035,47.7950113378685,16.0863473466366
574,68.02886,110.5447,1.7007215,50.1336507936508,17.3325685975582
575,69.36148,118.6402,1.734037,53.8050793650794,17.893963879581
576,68.44886,122.8151,1.7112215,55.6984580498866,19.0208848372177
577,65.70282,124.887,1.6425705,56.6380952380952,20.9923279212709
578,69.55674,135.7695,1.7389185,61.5734693877551,20.3626909107732
579,65.84635,116.4563,1.64615875,52.8146485260771,19.4899607443225
580,68.79983,125.3617,1.71999575,56.8533786848073,19.21770539728
581,69.03835,133.122,1.72595875,60.3727891156463,20.2665776034177
582,67.36352,138.3328,1.684088,62.7359637188209,22.120096191391
583,70.35788,124.4972,1.758947,56.4613151927438,18.2492694246734
584,69.88828,136.7205,1.747207,62.0047619047619,20.3112345905724
585,65.15319,115.0153,1.62882975,52.1611337868481,19.6605488165394
586,69.40907,132.6366,1.73522675,60.1526530612245,19.9775542508908
587,68.50874,143.1323,1.7127185,64.9126077097506,22.1287600001255
588,65.71552,134.7422,1.642888,61.1075736961451,22.640140898562
589,63.98308,122.6246,1.599577,55.6120634920635,21.7349531389136
590,70.07685,153.5634,1.75192125,69.6432653061224,22.6908081784591
591,68.42542,126.289,1.7106355,57.2739229024943,19.5723047621919
592,68.23665,134.7206,1.70591625,61.0977777777778,20.9947159035837
593,67.82856,134.5987,1.695714,61.0424943310658,21.2288789190487
594,66.31277,118.3945,1.65781925,53.6936507936508,19.5365816859497
595,69.75128,121.2997,1.743782,55.011201814059,18.0911740625764
596,65.70901,132.2844,1.64272525,59.992925170068,22.23157199438
597,66.88227,139.0617,1.67205675,63.0665306122449,22.5578089226012
598,67.2791,110.698,1.6819775,50.2031746031746,17.7456052682928
599,70.63357,154.1073,1.76583925,69.8899319727891,22.4136345262244
600,69.9377,124.1592,1.7484425,56.3080272108844,18.4190659471162
601,65.87671,134.5173,1.64691775,61.0055782312925,22.4918784231316
602,72.44694,138.2622,1.8111735,62.7039455782313,19.1150200883695
603,70.07052,149.0801,1.751763,67.610022675737,22.0323277443893
604,67.68486,127.0075,1.6921215,57.5997732426304,20.1167438710742
605,66.1151,117.8222,1.6528775,53.43410430839,19.5585744828743
606,69.94355,148.9096,1.74858875,67.5326984126984,22.0871023361765
607,68.24317,128.2151,1.70607925,58.1474376417234,19.9770878630283
608,68.80144,129.6944,1.720036,58.8183219954648,19.8809694126714
609,66.61818,125.5674,1.6654545,56.9466666666667,20.5306530278915
610,70.18701,128.7947,1.75467525,58.4102947845805,18.9712478267262
611,65.58971,124.187,1.63974275,56.3206349206349,20.9467236618543
612,68.69566,151.4167,1.7173915,68.6697052154195,23.282336665333
613,64.88639,106.9803,1.62215975,48.5171428571429,18.4377522569205
614,69.81993,145.6221,1.74549825,66.041768707483,21.6760358388489
615,66.33962,121.5926,1.6584905,55.1440362811791,20.0480702227049
616,70.4434,130.9386,1.761085,59.3825850340136,19.1468997463498
617,69.99163,135.6203,1.74979075,61.5058049886621,20.0883318534284
618,70.13617,123.9315,1.75340425,56.2047619047619,18.2813811175481
619,67.1793,131.9955,1.6794825,59.8619047619048,21.2226477530683
620,68.2034,117.484,1.705085,53.2807256235828,18.3264380502766
621,67.76121,129.6577,1.69403025,58.8016780045351,20.490256604272
622,64.79753,122.3706,1.61993825,55.4968707482993,21.1481107187059
623,66.47871,114.5867,1.66196775,51.9667573696145,18.8139694352694
624,66.98337,116.5401,1.67458425,52.8526530612245,18.8474581729352
625,65.69991,139.4307,1.64249775,63.2338775510204,23.4390630516467
626,66.82705,123.4822,1.67067625,56.0009977324263,20.0637065382932
627,66.35141,132.5492,1.65878525,60.1130158730159,21.8468178241937
628,70.13491,143.4013,1.75337275,65.0346031746032,21.1541699569079
629,70.11565,132.9429,1.75289125,60.2915646258503,19.6221507578967
630,64.56145,98.8972,1.61403625,44.8513378684807,17.2166572381341
631,68.15724,122.4342,1.703931,55.5257142857143,19.1245024685313
632,67.1475,104.6767,1.6786875,47.4724263038549,16.8461908252545
633,70.88927,142.7847,1.77223175,64.7549659863946,20.6173125171107
634,68.16218,130.9283,1.7040545,59.3779138321995,20.4483360676188
635,71.19657,143.827,1.77991425,65.227664399093,20.5889248291832
636,67.92444,142.2832,1.698111,64.5275283446712,22.3775677026483
637,65.30204,107.9441,1.632551,48.9542403628118,18.3677855967275
638,66.40756,105.6891,1.660189,47.9315646258503,17.390278687974
639,71.30647,125.4007,1.78266175,56.8710657596372,17.8958971372905
640,69.05997,106.4195,1.72649925,48.2628117913832,16.1912296337709
641,65.95442,118.5371,1.6488605,53.7583219954648,19.7732417374707
642,69.63776,136.7836,1.740944,62.0333786848073,20.4670774344155
643,71.10495,145.9328,1.77762375,66.1826757369614,20.9442413319963
644,66.21851,129.637,1.65546275,58.7922902494331,21.4526798887163
645,66.13469,108.4955,1.65336725,49.2043083900227,17.999666980196
646,67.7851,121.2537,1.6946275,54.9903401360544,19.148638769723
647,66.67737,135.7399,1.66693425,61.5600453514739,22.154501944895
648,69.99408,137.5026,1.749852,62.3594557823129,20.3657158455609
649,71.1441,124.0052,1.7786025,56.2381859410431,17.7776154007162
650,68.63927,128.8613,1.71598175,58.4404988662131,19.8467128040127
651,69.08548,133.6811,1.727137,60.6263492063492,20.3239370274474
652,67.97389,106.5185,1.69934725,48.3077097505669,16.7283143970522
653,65.94809,113.0398,1.64870225,51.2652154195011,18.8598539561575
654,66.02102,125.9639,1.6505255,57.126485260771,20.9697391356658
655,71.23576,140.2945,1.780894,63.6256235827664,20.0611539320224
656,67.52674,143.229,1.6881685,64.956462585034,22.7924379516204
657,71.06935,145.8063,1.77673375,66.125306122449,20.9470558878021
658,68.27178,128.1697,1.7067945,58.1268480725624,19.9532803492899
659,67.31932,134.1839,1.682983,60.8543764172336,21.48485159773
660,68.98848,140.2166,1.724712,63.5902947845805,21.3775370660856
661,68.404,146.3453,???.01,66.3697505668934,22.6948424143632
662,67.092,132.0784,???.73,59.8995011337868,21.2912770641664
663,66.76866,122.13,1.6692165,55.3877551020408,19.8787204000408
664,65.64636,131.4693,1.641159,59.6232653061224,22.1367795063126
665,65.34105,129.5167,1.63352625,58.7377324263038,22.0122755660036
666,68.18299,125.7451,1.70457475,57.0272562358277,19.6268396783111
667,70.65924,153.1384,1.766481,69.4505215419501,22.2565359206787
668,65.94401,124.5559,1.64860025,56.4879365079365,20.7838015804953
669,69.62792,134.8225,1.740698,61.1439909297052,20.1793383136192
670,68.29965,115.3877,1.70749125,52.330022675737,17.9487392860723
671,70.06075,117.9618,1.75151875,53.4974149659864,17.4382626866184
672,68.43602,124.5647,1.7109005,56.4919274376417,19.2990924318763
673,69.27012,134.4043,1.731753,60.9543310657596,20.3250991201996
674,67.70511,129.3092,1.69262775,58.6436281179138,20.4690608784878
675,70.89315,133.1423,1.77232875,60.3819954648526,19.2228995368404
