Address,Price,Description,Place,Beds,Bath,Sq.Ft,Website
155 Queen Anne Way SE,640000,CA  AB T2J 4R3,Queensland,5,3,1214,Real Estate Professionals Inc.
2603 3 Ave NW,835000,CA  AB T2N 0L6,West Hillhurst,4,2,845,RE/MAX Real Estate (Central)
1915 45 Ave SW,1399900,CA  AB T2T 2P4,Altadore,3,3.5,1880,RE/MAX Realty Professionals
401 55 Ave SW,749900,CA  AB T2V 0E8,Windsor Park,7,3.5,1546,Real Broker
825 4 St NE #102,209900,CA  AB T2E 3S9,Renfrew,2,1,729,The Real Estate Company
2317 17A St SW #302,249900,CA  AB T2T 4S3,Bankview,2,1,773,2% Realty
100 Midland Crescent SE,589900,CA  AB T2X 1P4,Midnapore,4,3,1110,RE/MAX Landan Real Estate
320 Meredith Rd NE #802,439000,CA  AB T2E5A6,Crescent Heights,2,1.5,1493,2% Realty
8355 19 Ave SW #112,799900,CA  AB T3H 6G3,Springbank Hill,2,2.5,1444,Century 21 Bamber Realty Ltd.
702 Signal Hill Green SW,318800,CA  AB T3H 2Y4,Signal Hill Green,3,1.5,1048,RE/MAX Realty Professionals
533 Abinger Rd NE,299990,CA  AB T2A 6M4,Abbeydale,3,1.5,1062,RE/MAX Real Estate (Mountain View)
106 Scenic Glen Close NW,769000,CA  AB T3L1J3,Scenic Acres,5,3.5,2424,Listed by Angela Els
81 Legacy Blvd SE #2201,299800,CA  AB T2X 2B9,Legacy,2,2,951,Exp Realty
128 Savanna Walk NE,299900,CA  AB T3J 0Y4,Saddle Ridge,2,1,574,Cir Realty
9923 Oakridge Rd SW,899900,CA  AB T2V 4A6,Oakridge,4,2.5,1769,Ally Realty
160 Cornerstone Passage NE,585000,CA  AB T3N 1G2,Cornerstone,3,2.5,1376,Prep Realty
39 Aspen Summit Park SW,1595000,CA  AB T3H 0T7,Aspen Woods,4,3.5,2875,RE/MAX House Of Real Estate
838 19 Ave SW #203,384900,CA  AB T2T 6H2,Lower Mount Royal,2,2,1133,RE/MAX Irealty Innovations
1835 Na'a Dr SW,610000,CA  AB T3H 6C4,Medicine Hill,3,2.5,1595,Cir Realty
845 Northmount Dr NW,499999,CA  AB T2L 0A3,Collingwood,4,2,792,Cir Realty
1540 Sherwood Blvd NW #1118,210000,CA  AB T3R 0K5,Sherwood,1,1,694,Real Estate Professionals Inc.
112 Arbour Lake Hill NW,859900,CA  AB T3G 4J2,Arbour Lake,4,2.5,2325,Real Broker
169 Valley Pointe Way NW,809900,CA  AB T3B6B3,Valley Ridge,4,3.5,2254,Royal Lepage Benchmark
4420 19 Ave NW,729900,CA  AB T3B 0R9,Montgomery,3,2.5,1780,Coldwell Banker Complete Real Estate
50 Beddington Gardens NE,399900,CA  AB T3K 4N9,Beddington Heights,3,2.5,1333,Jessica Chan Real Estate & Management Inc.
14415 Parkland Blvd SE,999900,CA  AB T2J 4L5,Parkland,4,3,1314,Century 21 Bamber Realty Ltd.
42 6A St NE #301,319900,CA  AB T2E 4A3,Bridgeland/Riverside,2,2,879,Independent Broker
223 Sage Hill Grove NW,479000,CA  AB T3R 0Z8,Sage Hill,3,2.5,1169,Royal Lepage Metro
2423 56 St NE #301,325000,CA  AB T1Y 2X6,Pineridge,3,2.5,1150,Hope Street Real Estate Corp.
546 Panamount Blvd NW,829000,CA  AB T3K0J2,Panorama Hills,5,3.5,2120,Cir Realty
718 Salisbury Ave SE,1049900,CA  AB T2G 4J8,Ramsay,3,2,1010,Cir Realty
3 Chatham Dr NW,636100,CA  AB T2L 0Z4,Charleswood,3,2,1249,Houston Realty.Ca
600 Princeton Way SW #701,1150000,CA  AB T2P 5N4,Eau Claire,2,2,1724,RE/MAX House Of Real Estate
29 Edgevalley Way NW,1250000,CA  AB T3A 4X7,Edgemont,6,4,3078,RE/MAX Real Estate (Mountain View)
1208 40 Ave NW,639900,CA  AB T2K 0G4,Highwood,3,2,1382,Royal Lepage Benchmark
1212 Bantry St NE,599800,CA  AB T2E 5E7,Renfrew,3,2,710,Cir Realty
710 Salisbury Ave SE,949900,CA  AB T2G 4J8,Ramsay,4,2,1075,Cir Realty
3420 50 St NW #101,200000,CA  AB T3A 2E1,Varsity,1,1,547,Cir Realty
33 Saddlebrook Circle NE,558000,CA  AB T3J 0K1,Saddle Ridge,6,2.5,1048,Real Estate Professionals Inc.
706 Salisbury Ave SE,949900,CA  AB T2G 4J8,Ramsay,2,1,946,Cir Realty
5 Royal Oak Plaza NW,429900,CA  AB T3G 0B3,Royal Oak,2,2.5,1328,RE/MAX Irealty Innovations
114 Douglas Glen Park SE,415000,CA  AB T2Z 3Z3,Douglas Glen Gardens,3,2.5,1314,Century 21 Bamber Realty Ltd.
240 Skyview Ranch Rd NE #4207,325000,CA  AB T3N 0P4,Skyview Ranch,2,2,943,Real Estate Professionals Inc.
5035 Vanstone Crescent NW,645000,CA  AB T3A 0V8,Varsity,4,1.5,1258,RE/MAX Real Estate (Mountain View)
3000 Somervale Ct SW #417,275000,CA  AB T2Y 4K4,Somerset,2,1,843,Cir Realty
228 Hunterbrook Place NW,548000,CA  AB T2K 4Y8,Huntington Hills,3,2,1152,Century 21 Bamber Realty Ltd.
31 Cougar Ridge View SW,824900,CA  AB T3H 4X3,Cougar Ridge,5,3.5,2098,Real Broker
1332 11 Ave SE,1299600,CA  AB T2G 0Z5,Inglewood,6,4,2093,RE/MAX Realty Professionals
230 Seton Passage SE #39,475000,CA  AB T3M 3A7,Seton,2,2.5,1389,Cir Realty
1540 Sherwood Blvd NW #1310,298800,CA  AB T3R 0K5,Sherwood,2,2,831,RE/MAX Real Estate (Central)
3830 Brentwood Rd NW #203,318000,CA  AB T2L 2J9,Brentwood,1,1,562,Synterra Realty
1707 23 Ave SW,575000,CA  AB T2T 5Z9,Bankview,2,3,1081,Listed by Breanna Albrecht
16 Rock Lake Heights NW,1190000,CA  AB T3G 0G1,Rocky Ridge,4,3.5,2646,Homecare Realty Ltd.
10093 46 St NE,560000,CA  AB T3J 0Y5,Saddle Ridge,3,2.5,1501,Century 21 Bravo Realty
2207 Victoria Crescent NW,899900,CA  AB T2M 4E4,Banff Trail,4,2,1296,RE/MAX House Of Real Estate
47 Macewan Meadow Link NW,549999,CA  AB T3K 3H4,Macewan Glen,4,2,887,Homecare Realty Ltd.
728 Whitehill Way,385000,CA  AB T1Y3E7,Whitehorn,3,1.5,903,RE/MAX Real Estate (Central)
911 Shawnee Dr SW,745000,CA  AB T2Y 2G8,Shawnee Slopes,5,3.5,2730,RE/MAX Irealty Innovations
10 Chapalina Green SE,775000,CA  AB T2X3X2,Chaparral,4,3.5,2127,Listed by James Schaeffler
4303 1 St NE #317,300000,CA  AB T2E 7M3,Highland Park,2,2,1043,Exp Realty
6118 80 Ave NE #1313,325000,CA  AB T3J 0S6,Saddle Ridge,2,2,933,RE/MAX Real Estate (Mountain View)
233 Crestmont Dr SW,1150777,CA  AB T3B 1G8,Crestmont,4,4.5,2870,RE/MAX Complete Realty
30 Walgrove Walk #303,359900,CA  AB T2X 4M9,Walden,2,2,786,Century 21 Bamber Realty Ltd.
53 Redstone Circle NE,359900,CA  AB T3N 0M8,Redstone,2,2.5,1127,Real Estate Professionals Inc.
3030 17 St SW #109,2000000,CA  AB T2T 6X3,South CA,3,2.5,1934,Listed by Richard Lobsinger
979 Lake Placid Dr SE,2075000,CA  AB T2J 4Z9,Lake Bonavista,5,2.5,3305,Cir Realty
15 Everstone Dr SW #336,439900,CA  AB T2Y 5B5,Evergreen,2,2,1060,Royal Lepage Solutions
1823 11 Ave NW,1999900,CA  AB T2N 1H4,Hounsfield Heights/Briar Hill,4,4.5,2908,RE/MAX Real Estate (Central)
301 10 St NW #315,459900,CA  AB T2N 1V5,Hillhurst,2,2,733,Cir Realty
396 Brae Glen Crescent SW,299900,CA  AB T2W 1B6,Brae Glen West,4,2.5,1512,RE/MAX Real Estate (Mountain View)
2319 56 St NE #64,349000,CA  AB T1Y 2M2,Pineridge,3,1.5,1005,Maxwell Capital Realty
623 Strathcona Dr SW,675000,CA  AB T3H 1K6,Strathcona Park,4,3,1145,Cir Realty
15207 1 St SE #205,364832,CA  AB T2X2A2,Midnapore,2,2,890,RE/MAX Complete Realty
188 15 Ave SW #804,339900,CA  AB T2R1S4,Beltline,1,1,775,Century 21 Bamber Realty Ltd.
137 Douglas Woods Close SE,1675000,CA  AB t2z 1z7,Douglasdale/Glen,5,4.5,3651,The Real Estate Company
8231 Elbow Dr SW #206,210000,CA  AB T2V 1K6,Chinook Park,2,1,853,Listed by Justin Havre
148 Panamount Way NW,510000,CA  AB T3K 0P7,Panorama Hills,3,2.5,1158,Realty Link Management.Services Ltd.
222 Eagle Ridge Dr SW #4S,1698000,CA  AB T2V 2V7,Eagle Ridge,2,2,2046,Century 21 Bamber Realty Ltd.
711 Poplar Rd SW,750000,CA  AB T3C 3A1,Spruce Cliff,5,2,1145,RE/MAX House Of Real Estate
3756 36 Ave SW,995000,CA  AB T3E 1C5,Rutland Park,6,2,1336,RE/MAX Real Estate (Central)
7180 80 Ave NE #101,329900,CA  AB T3J0N6,Saddle Ridge,2,2,971,Real Broker
39 Tuscany Estates Close NW,949900,CA  AB T3L 0B6,Tuscany,4,3.5,2246,Charles
2417 2 Ave NW #5,769000,CA  AB T2N0H5,West Hillhurst,3,2.5,1711,Real Estate Professionals Inc.
2518 Fish Creek Blvd SW #2117,285000,CA  AB T2Y4T6,Evergreen,2,1,845,Urban-Realty.Ca
240 Skyview Ranch Rd NE #4111,299900,CA  AB T3N 0P4,Skyview Ranch,2,2,800,RE/MAX Complete Realty
95 Burma Star Rd SW #2106,539000,CA  AB T3E 8A9,Currie Barracks Axess,3,2.5,1197,Cir Realty
156 Tuscany Ridge Common NW,599900,CA  AB T3L 3E2,Tuscany,4,2,1003,Charles
481 New Brighton Dr SE,629900,CA  AB T2Z 0N9,New Brighton,3,3.5,1873,Charles
44 6A St NE #101,350000,CA  AB T2E 4A3,Bridgeland/Riverside,2,2,877,Cir Realty
81 Auburn Bay Common SE,365000,CA  AB T3M 0M6,Mosaic Montage,2,2,1163,Unison Realty Group Ltd.
91 Panamount Gardens NW,688000,CA  AB T3K 5V5,Panorama Hills,4,3.5,1138,Grand Realty
2227 Sumac Rd NW,1899900,CA  AB T2N 3V1,West Hillhurst,4,4.5,2330,RE/MAX Real Estate (Central)
11 Mahogany Row SE #2106,357500,CA  AB T3M 2L6,Mahogany,2,2,910,RE/MAX Landan Real Estate
218 Auburn Crest Green SE,624900,CA  AB T3M 1P8,Auburn Bay,3,2.5,1556,Exp Realty
1631 17 Ave NW,719000,CA  AB T2M 0R8,Capitol Hill,4,3.5,1628,RE/MAX Aca Realty
256 Belvedere Dr SE,849988,CA  AB T2A 7M5,Belvedere,5,4,2482,Maxvalue Realty Ltd.
145 Burma Star Rd SW #213,579000,CA  AB T3E 8A8,Currie Barracks,2,2,1162,Century 21 Elevate Real Estate
60 Beacham Way NW #42,399999,CA  AB T3K 1R8,Beddington Heights,2,1.5,1165,First Place Realty
346 Covewood Circle NE,449000,CA  AB T3K 5R1,Coventry Hills,3,2,859,Manor Hill Realty Yyc Inc.
1202 13 Ave SW #502,165000,CA  AB T3C0T1,Beltline,1,1,763,Royal Lepage Benchmark
1128 Lake Sylvan Place SE,849900,CA  AB T2J 2P6,Lake Bonavista,4,3,1446,Real Broker
82 Tuscany Summit Green NW,750000,CA  AB T3L0B8,Tuscany,4,3.5,1831,RE/MAX Real Estate (Central)
8710 Horton Rd SW #516,214900,CA  AB T2V 0P7,Haysboro,1,1,509,The Real Estate Company
8880 Horton Rd SW #701,255000,CA  AB T2V 2W3,Haysboro,1,1,704,Cir Realty
350 Regal Park NE,389000,CA  AB T2E 0S6,Renfrew,4,2.5,1394,RE/MAX Complete Realty
5644 Dalrymple Hill NW,754000,CA  AB T3A 1Y4,Dalhousie,4,2.5,1366,Century 21 Elevate Real Estate
315 Southampton Dr SW #6308,224900,CA  AB T2W 2T6,Southwood,2,1,802,Exp Realty
40 Sunlake Gardens SE,389000,CA  AB T2X 3G4,Classics,2,2,1407,Century 21 Foothills Real Estate
5720 2 St SW #313,224800,CA  AB T2H 3B3,Manchester,1,1,687,The Real Estate Company
63 Everstone Place SW,370000,CA  AB T2Y 4H7,Everstone Place,2,2,941,Real Broker
7110 80 Ave NE #114,329900,CA  AB T3J0N4,Saddle Ridge,2,2,923,Prep Realty
511 Cedarille Crescent SW,798000,CA  AB T2W2H6,Cedarbrae,4,2.5,1306,RE/MAX Real Estate (Central)
156 Deerview Way SE,419900,CA  AB T2J 6K3,Deer Ridge,3,1,839,Cir Realty
93 34 Ave SW #217,334900,CA  AB T2S 3H4,Parkhill,2,2,690,Equium Living
11642 Valley Ridge Park NW #222,495000,CA  AB T3B 5Z5,Valley Ridge,2,2,1468,Listed by Justin Havre
54 Harvest Rose Place NE,465000,CA  AB T3K 4M6,Harvest Hills,3,3,1006,Greater Property Group
16969 24 St SW #5203,265000,CA  AB T2Y 0H9,Bridlewood,2,1,842,Listed by Justin Havre
63 Carringvue St NW,809000,CA  AB T3P1L7,Carrington,3,2.5,2220,Homecare Realty Ltd.
210 15 Ave SE #2307,449900,CA  AB T2G 0B5,Beltline,2,2,1028,Real Broker
215 Legacy Blvd SE #1405,285000,CA  AB T2X 3Z4,Legacy,2,2,625,Cir Realty
2334 Westmount Rd NW,949900,CA  AB T2N 3N6,West Hillhurst,2,2.5,2053,RE/MAX Real Estate (Central)
725 4 St NE #303,335000,CA  AB T2E3S7,Renfrew,2,1,780,Exp Realty
159 Whitman Place NE,614999,CA  AB T1Y 4H8,Whitehorn,5,2.5,974,Real Broker
838 19 Ave SW #116,435000,CA  AB T2T 6H2,Lower Mount Royal,2,2,1172,Real Broker
108 Aspen Hills Villas SW,429900,CA  AB T3H 0H7,Mosaic Of Aspen Hills,2,1.5,920,Listed by Danny Greene
206 16 St NW,500000,CA  AB T2N 2B9,Hillhurst,3,1.5,966,Century 21 Elevate Real Estate
78 Cranfield Crescent SE,650000,CA  AB T3M 1A6,Cranston,3,2.5,1775,Exp Realty
114 15 Ave SW #611,409000,CA  AB T2R0P5,Beltline,2,2,1011,Listed by Justin Havre
2232 25 St SW,874900,CA  AB T3E 1X4,Richmond,4,3.5,1780,RE/MAX Real Estate (Central)
1727 10A St SW #206,279900,CA  AB T2T 3J9,Lower Mount Royal,2,1,766,Listed by Breanna Albrecht
279 Copperpond Common SE #4211,289900,CA  AB T2Z 1J1,Copperfield,2,2,773,Royal Lepage Benchmark
410 210 Ave SW,489000,CA  AB T2X4P2,Goodwin By Anthem,3,2.5,1157,Exp Realty
110 Bridlecreek Terrace SW,550000,CA  AB T2Y 3N8,Bridlewood,3,2.5,1433,Cir Realty
5 Saddlestone Way NE #114,274900,CA  AB T3J 0S2,Saddle Ridge,2,1,691,Maxvalue Realty Ltd.
1919 17 Ave SW #305,185000,CA  AB t2t6k3,Bankview,2,1,968,Everest Realty And Property Management Corp.
450 8 Ave SE #1405,263000,CA  AB T2G 1T2,Downtown East Village,2,1,430,Homecare Realty Ltd.
130 Redstone Walk NE #102,224900,CA  AB T2N 1M6,Redstone,1,1,528,Real Broker
1731 13 St SW #202,294900,CA  AB T2T 3P5,Lower Mount Royal,1,1,620,The Real Estate Company
3831 Parkhill Place SW,475900,CA  AB T2S 2W6,Parkhill,3,2,879,Century 21 Bravo Realty
335 Scarboro Ave SW,1050000,CA  AB T3C 2H5,Scarboro,4,3,1656,Exp Realty
285 Martin Crossing Way NE,469900,CA  AB T3J 3V4,Martindale,3,2.5,1315,Top Producer Realty And Property Management
36 Cranleigh Dr SE,689900,CA  AB T3M 1G7,Cranston,4,3.5,2160,Listed by Asheton Coultman
3615 3 St SW,1185000,CA  AB T2S 1V6,Parkhill,4,4,2466,RE/MAX Complete Realty
8 Cranberry Ave SE,735000,CA  AB T3M 0L9,Cranston,5,5.5,2301,Homecare Realty Ltd.
246 Aquila Dr NW,609900,CA  AB T3R 1Y6,Glacier Ridge,3,2.5,1452,RE/MAX Real Estate (Mountain View)
383 Silvergrove Dr NW,697000,CA  AB T3B 4T2,Silver Springs,4,4,2163,Century 21 Bamber Realty Ltd.
128 Cantrell Place SW,479900,CA  AB T2W 1X2,Canyon Meadows,3,1.5,1377,Listed by Giselle  Kee Wilson
4124 17 St SW,1029000,CA  AB T2T4P6,Altadore,4,3.5,1777,Urban-Realty.Ca
5204 Dalton Dr NW #1006,200000,CA  AB T3A 3H1,Dalhousie,1,1,631,Real Broker
415 Cranbrook Square SE,360000,CA  AB T3M 3K8,Cranston,3,2,1076,Royal Lepage Benchmark
923 15 Ave SW #101,499900,CA  AB T2R 0S2,Beltline,3,2.5,1572,Maxwell Capital Realty
1920 14 Ave NE #335,232000,CA  AB T2E 8V4,Mayland Heights,2,2,818,Cir Realty
2216 Bowness Rd NW,1290000,CA  AB T2N 3L3,West Hillhurst,8,4,2505,Real Broker
3000 Marda Link SW #151,445000,CA  AB T2T 6C8,Garrison Woods,2,2,1094,Cir Realty
9607 2 St SE,735000,CA  AB T2J 0V8,Acadia,4,3,1054,Real Broker
1725 23 Ave NW,1595000,CA  AB T2M1V5,Capitol Hill,4,5.5,3010,Grand Realty
4936 Dalton Dr NW #60,359800,CA  AB T3A 2E4,Dalton Mews,3,2,910,Century 21 Bamber Realty Ltd.
5204 Dalton Dr NW #1105,200000,CA  AB T3A 3H1,Dalhousie,1,1,618,Real Broker
412 Sage Hill Grove NW,469900,CA  AB T3R0Z8,Sage Hill,2,2.5,1321,First Place Realty
11 Mahogany Circle SE #502,900000,CA  AB T3M 2Z3,Mahogany,2,2,1053,Listed by Justin Havre
160 Savanna Ln NE,759900,CA  AB T3J 0X4,Saddle Ridge,3,2.5,2051,RE/MAX Crown
6407 35 Ave NW,650000,CA  AB T3B1S5,Bowness,2,2,951,Real Broker
1411 7 Ave NW #213,218888,CA  AB T2N 0Z3,Hillhurst,1,1,635,RE/MAX Real Estate (Central)
5204 Dalton Dr NW #613,235532,CA  AB T3A 3H1,Dalhousie,2,1,856,Real Broker
60 Legacy Manor SE,889000,CA  AB T2X 2E9,Legacy,4,2.5,2442,Listed by Amanda Hancock
72 Sherwood Way NW,899900,CA  AB T3R 1M7,Sherwood,5,3.5,2570,Prep Realty
35 Homestead Grove NE,829900,CA  AB T3J 2G7,Homestead,4,3,2195,RE/MAX Crown
3101 34 Ave NW #211,315000,CA  AB T2L 2A3,Varsity,1,1,780,Renzo Real Estate Inc.
720 1 Ave NW #102,290000,CA  AB T2N 0A1,Sunnyside,2,1,819,Cir Realty
255 Taralake Way NE,699900,CA  AB T3J0E8,Taradale,4,3.5,1806,Prep Realty
5404 Taylor Crescent NE,650000,CA  AB T2k3V8,Thorncliffe,5,2.5,1363,RE/MAX Real Estate (Central)
2226 8 St NE,1680000,CA  AB T2E 4H6,Winston Heights/Mountview,3,3.5,2463,Listed by Justin Havre
5204 Dalton Dr NW #418,253000,CA  AB T3A 3H1,Dalhousie,2,1.5,896,Century 21 Bravo Realty
516 40 Ave NW,679900,CA  AB T2K 0E6,Highwood,5,2,961,Royal Lepage Metro
47 Templeside Bay NE,534900,CA  AB T1Y 3L6,Temple,3,1.5,1244,RE/MAX House Of Real Estate
5703 5 St SW #208,420000,CA  AB T2V 1A8,Windsor Park,2,2.5,1330,2% Realty
210 15 Ave SE #203,345000,CA  AB T2G 0B5,Beltline,1,1,852,Century 21 Bravo Realty
7006 54 Ave NW,449900,CA  AB T3B4C3,Silver Springs,3,2,928,First Place Realty
19 Evansglen Ct NW,639000,CA  AB T3P 0P2,Evanston,3,2.5,1827,Cir Realty
4150 Seton Dr SE #123,354900,CA  AB T3M 3C7,Seton,2,2,829,Real Broker
193 Taralake Common Ne,789900,CA  AB T3J0J3,Taradale,6,3.5,2355,Urban-Realty.Ca
159 Saddle Lake Terrace NE,899800,CA  AB t3j 0j9,Saddle Ridge,4,4,2808,Century 21 Bravo Realty
5720 2 St SW #101,245000,CA  AB T2H 3B3,Manchester,2,2,831,Century 21 Bamber Realty Ltd.
1235 13 Ave SW #405,355000,CA  AB T3C 0T2,Beltline,2,1,905,Sotheby's International Realty Canada
3413 Exshaw Rd NW,1250000,CA  AB T2M 4G3,Banff Trail,5,3.5,2340,Real Broker
1932 27 Street,1150000,CA  AB T3E 2E5,Killarney/Glengarry,4,3.5,1917,Real Broker
1531 Maitland Dr NE,599900,CA  AB T2A 5V2,Marlborough Park,5,2.5,1036,Real Broker
88 Arbour Lake Rd NW #404,334900,CA  AB T3G 0C2,Arbour Lake,2,2,863,RE/MAX Real Estate (Central)
175 Silverado Blvd SW #1307,329888,CA  AB T2X 0V5,Silverado,2,2,756,Cir Realty
1633 26 Ave SW #203,250000,CA  AB T2T 1C7,South CA,1,1,447,RE/MAX Irealty Innovations
55 Schubert Hill NW,725000,CA  AB T3L 1W5,Scenic Acres,4,2.5,1978,RE/MAX Complete Realty
435A 12 Ave NE,868600,CA  AB T2E 1A7,Renfrew,4,3.5,1807,Real Estate Professionals Inc.
4024 4 Ave SW,1995000,CA  AB T3C 0B6,Wildwood,5,4.5,3114,Real Broker
5616 14 Ave SW #9,300000,CA  AB T3H 3P9,Lookout At Christie Park,1,1,900,Listed by Mathew Said Morley
80 Amblefield Terrace NW,549900,CA  AB T3P 1W4,Ambleton,3,2.5,1450,Century 21 Bamber Realty Ltd.
40 Hong Kong Rd SW,1249800,CA  AB T3E7T9,Currie Barracks,4,3.5,2365,Century 21 Bamber Realty Ltd.
2104 Valleyview Park SE #104,269900,CA  AB T3A 0V8,Dover,2,2,977,RE/MAX Real Estate (Mountain View)
210 15 Ave SE #2507,414900,CA  AB T2G 0B5,Beltline,2,2,1039,Cir Realty
80 Hampstead Rd NW,999999,CA  AB T3A 6G5,Hamptons,6,3.5,2456,Jessica Chan Real Estate & Management Inc.
99 Copperstone Park SE #3202,319900,CA  AB T2Z 5C9,Copperfield,2,2,768,Listed by Chase Olsen
1110 17 St SW #305,339900,CA  AB T3C 3X3,Sunalta,2,2,868,RE/MAX Real Estate (Mountain View)
151 Pinecliff Close NE,349900,CA  AB T1Y4N4,Pineridge,3,2,763,Cir Realty
222 Arbour Lake View NW,1020000,CA  AB T3G0H3,Arbour Lake,5,4,2336,Cir Realty
735 130 Ave SW,639999,CA  AB T2W 2M9,Canyon Meadows,4,2.5,1363,Listed by Shaun French
8815 Fairmount Dr SE,699900,CA  AB T2H 0Z4,Acadia,3,3.5,1127,Greater Property Group
3715 49 St NE,599900,CA  AB T1Y 1Y5,Whitehorn,5,2.5,1207,Prep Realty
515 57 Ave SW #410,190000,CA  AB T2V 0H3,Windsor Park,1,1,615,Real Broker
70 Lavender Rd SE,499900,CA  AB T3S 0C5,Rangeview,3,2.5,1249,2% Realty
423 11 St NW,1099000,CA  AB T2N 1X5,Hillhurst,5,3,962,Stratten Gates Real Estate Ltd.
73 Panatella Rd NW,399900,CA  AB T3K 0S7,Panorama Hills,3,2.5,1140,Exp Realty
3223 Doverville Crescent SE,429900,CA  AB T2B 1V1,Dover,3,2,1000,Real Broker
15 Valley Creek Bay NW,849800,CA  AB T3B 3V2,Valley Ridge,3,2.5,2114,RE/MAX Real Estate (Mountain View)
1411 44 St SW,1025000,CA  AB T3C 2A7,Rosscarrock,4,3.5,2017,Cir Realty
115 Prestwick Villas SE #4407,309900,CA  AB T2Z 0N1,Mckenzie Towne,2,2,923,Century 21 Elevate Real Estate
1106 12 Ave SW,675000,CA  AB T2R 1E3,Luna,2,2.5,1606,Real Broker
244 Copperleaf Way SE,435000,CA  AB T2Z 5G2,Copperfield,3,2.5,1244,Century 21 Elevate Real Estate
2116 15 St SW,1388000,CA  AB T2T 3Y8,Bankview,3,2.5,3269,Grand Realty
510 Hawkside Mews NW,1179990,CA  AB T3G 3R9,Hawkwood,4,3,1941,Coldwell Banker Mountain Central
41 Magnolia Terrace SE,925000,CA  AB T3M 2X4,Mahogany,5,3.5,2344,RE/MAX House Of Real Estate
1087 2 Ave NW #604,635500,CA  AB T2N 5B2,Sunnyside,2,2,1005,Maxwell Capital Realty
950 Arbour Lake Rd NW #416,399900,CA  AB T3G 5B3,Arbour Lake,3,2.5,1157,Charles
1315 107 Ave SW,529900,CA  AB T2W 0C1,Southwood,4,2.5,1091,RE/MAX Landan Real Estate
33 Burma Star Rd SW #303,519900,CA  AB T3E 7Y9,Currie Barracks,1,1,948,RE/MAX House Of Real Estate
4506 4 St NW #102,259900,CA  AB T2K 1A2,Highland Park,2,2,1022,CA West Realty
457 28 Ave NW,824900,CA  AB T2M 2K7,Mount Pleasant,4,3.5,1757,Real Broker
127 Mt Aberdeen Manor SE,415000,CA  AB T2Z 3N8,Pinnacle At Mount Douglas,2,1.5,1205,Real Broker
4703 43 St SW,739900,CA  AB t3e3p9,Glamorgan,4,2,1048,Boutique Real Estate Group Inc.
108 Falchurch Crescent NE,425000,CA  AB T3J 1K1,Falconridge,3,1.5,1018,Maxwell Canyon Creek
297 Evanspark Gardens NW,624900,CA  AB T3P 0G6,Evanston,3,2.5,1474,Skyrock
81 Legacy Blvd SE #2228,244900,CA  AB T2X 2B9,Legacy,2,1,569,Cir Realty
1140 Taradale Dr NE #1415,236888,CA  AB T3J 0G1,Taradale,2,2,877,RE/MAX Real Estate (Mountain View)
251 Hampshire Place NW,749900,CA  AB T3A 4Y7,Hamptons,5,3.5,1871,Exp Realty
200 Seton Circle SE #3210,365000,CA  AB T3M 3N8,Seton,2,2,766,Exp Realty
64 Tuscany Springs Circle NW,599000,CA  AB T3L 2R8,Tuscany,3,2.5,1148,RE/MAX Real Estate (Central)
13045 6 St SW #4114,219900,CA  AB T2W 5H1,Canyon Meadows,2,2,820,RE/MAX House Of Real Estate
7577 202 Ave SE,629900,CA  AB T3S 0E9,Rangeview,4,3.5,1510,Cir Realty
13 Redstone Path NE,830000,CA  AB T3N 0K1,Redstone,6,4,2479,Creekside Realty
755 Copperpond Blvd SE #1213,289900,CA  AB T2Z 4R2,Copperfield,2,2,776,Real Estate Professionals Inc.
7 Deer Lane Close SE,475000,CA  AB T2J5X8,Deer Run,3,2,960,Exp Realty
2027 34 Ave SW #7,399800,CA  AB T2T 2C4,Skywood Estates,2,2,1101,RE/MAX Realty Professionals
38 Tararidge Circle NE,374000,CA  AB T4J 3W4,Fresco Gardens - Taradale,2,2,994,Urban-Realty.Ca
120 Oakmoor Place SW,724900,CA  AB T2V 4A3,Oakridge,4,2.5,1352,RE/MAX House Of Real Estate
3014 26 Ave SE,539000,CA  AB T2B 0C4,Southview,5,2,1083,Cir Realty
16 Beddington Place NE,599000,CA  AB T3K 1K8,Beddington Heights,3,2.5,1713,Exp Realty
183 Aspen Summit View SW,999900,CA  AB T3H 0V9,Aspen Woods,5,3.5,2487,RE/MAX Real Estate (Mountain View)
475 Huntbourne Way NE,539900,CA  AB T2K 5G2,Huntington Hills,4,2,1023,Property Solutions Real Estate Group Inc.
3323 56 St NE,344900,CA  AB T1Y 3Y7,Temple,3,2,885,Cir Realty
36 Templeson Rd NE,635000,CA  AB T1Y 5L6,Temple,5,3,1245,Creekside Realty
60 Panatella St NW #1121,299000,CA  AB T3K0M1,Panorama Hills,2,2,844,Royal Lepage Metro
149 Nolanhurst Place NW,789999,CA  AB T3R1S4,Nolan Hill,4,3.5,2069,Exp Realty
123 Abinger Crescent NE,399900,CA  AB T2A 6L2,Abbeydale,2,2,902,Homecare Realty Ltd.
1513 25 Ave SW,545000,CA  AB T2T 0Z7,Bankview,2,1.5,1005,Royal Lepage Benchmark
30 Brentwood Common NW #1008,389900,CA  AB T2L 2L8,Brentwood,2,2,638,Cir Realty
139 Deercross Rd,620000,CA  AB T2J 6B9,Deer Run,4,2.5,2324,Exp Realty
